filters_id,bpm,key,lastModified,genre_id
779,136,F# Major,1/14/2023,6
780,109,B Major,1/1/2023,5
781,110,B Minor,1/5/2023,13
782,79,G Minor,1/8/2023,11
783,136,B Major,1/1/2023,3
784,113,E Major,1/13/2023,3
785,120,F Minor,1/3/2023,14
786,86,F# Major,1/6/2023,11
787,133,G Minor,1/8/2023,5
788,131,E Minor,1/2/2023,4
789,95,C Minor,1/8/2023,13
790,130,F Major,1/12/2023,5
791,95,C Major,1/4/2023,9
792,125,G Major,1/4/2023,12
793,128,B Minor,1/1/2023,10
794,134,G# Minor,1/2/2023,4
795,128,A Major,1/9/2023,1
796,134,D Major,1/10/2023,2
797,142,G Minor,1/14/2023,9
798,135,E Major,1/6/2023,1
799,103,A Major,1/14/2023,12
800,68,A Minor,1/11/2023,6
801,95,F Minor,1/10/2023,3
802,88,F# Minor,1/14/2023,9
803,124,G# Major,1/9/2023,15
804,140,D# Major,1/7/2023,2
805,109,A# Major,1/4/2023,7
806,112,A# Major,1/13/2023,2
807,87,A# Major,1/4/2023,5
808,125,A# Major,1/4/2023,8
809,131,A# Minor,1/7/2023,3
810,153,F Major,1/13/2023,2
811,124,C Major,1/12/2023,15
812,101,F# Major,1/12/2023,5
813,129,G Minor,1/11/2023,13
814,119,E Major,1/6/2023,2
815,93,D# Minor,1/2/2023,10
816,174,G Major,1/13/2023,9
817,127,A# Minor,1/4/2023,9
818,102,G Minor,1/4/2023,11
819,138,C Major,1/13/2023,10
820,94,E Major,1/12/2023,1
821,116,C Major,1/14/2023,3
822,136,F# Major,1/5/2023,5
823,105,C# Major,1/4/2023,6
824,101,C# Minor,1/10/2023,14
825,103,B Minor,1/8/2023,14
826,104,A Minor,1/6/2023,13
827,75,F# Minor,1/7/2023,13
828,139,G# Major,1/8/2023,2
829,128,A# Minor,1/7/2023,7
830,131,D# Minor,1/8/2023,11
831,109,F Minor,1/4/2023,5
832,100,F# Minor,1/10/2023,7
833,135,C Major,1/1/2023,1
834,128,E Minor,1/10/2023,3
835,118,A# Minor,1/5/2023,1
836,133,D Minor,1/2/2023,1
837,111,E Minor,1/11/2023,4
838,67,F# Major,1/1/2023,2
839,107,D Minor,1/6/2023,1
840,123,F Major,1/3/2023,12
841,129,D Minor,1/12/2023,7
842,145,G Major,1/7/2023,11
843,101,G Major,1/3/2023,15
844,77,F# Major,1/12/2023,1
845,92,G Major,1/10/2023,12
846,105,A Minor,1/1/2023,2
847,161,B Major,1/12/2023,12
848,118,F# Major,1/7/2023,6
849,180,B Minor,1/10/2023,6
850,130,D Major,1/12/2023,11
851,121,F# Major,1/4/2023,10
852,166,B Major,1/3/2023,1
853,121,C Major,1/11/2023,11
854,109,A Minor,1/10/2023,6
855,108,D Minor,1/10/2023,1
856,122,G# Major,1/12/2023,10
857,140,A# Minor,1/14/2023,4
858,113,F Major,1/1/2023,11
859,129,C Major,1/6/2023,10
860,125,C# Major,1/3/2023,4
861,111,D Major,1/13/2023,6
862,106,D Minor,1/12/2023,9
863,124,E Major,1/2/2023,15
864,127,G Major,1/5/2023,10
865,130,C Major,1/6/2023,2
866,124,G Minor,1/3/2023,15
867,150,B Major,1/6/2023,5
868,128,G# Minor,1/6/2023,6
869,128,G Minor,1/12/2023,8
870,103,F# Major,1/7/2023,10
871,138,D Minor,1/11/2023,4
872,113,E Minor,1/3/2023,4
873,124,A# Major,1/7/2023,12
874,96,G# Minor,1/2/2023,4
875,125,F# Major,1/4/2023,15
876,113,B Minor,1/11/2023,7
877,144,A Major,1/9/2023,13
878,125,G Minor,1/9/2023,13
879,123,A# Major,1/10/2023,4
880,153,A Major,1/3/2023,7
881,125,A Minor,1/9/2023,14
882,129,G Major,1/13/2023,2
883,94,C# Minor,1/12/2023,9
884,110,F Major,1/9/2023,12
885,132,F Major,1/10/2023,13
886,121,C# Major,1/8/2023,6
887,103,F# Minor,1/7/2023,13
888,132,G# Minor,1/2/2023,9
889,129,G# Major,1/14/2023,13
890,127,F# Major,1/11/2023,8
891,114,B Minor,1/10/2023,3
892,111,C# Major,1/11/2023,10
893,116,G Minor,1/12/2023,11
894,150,G Minor,1/2/2023,11
895,124,G# Major,1/4/2023,14
896,152,D Minor,1/12/2023,1
897,105,C Minor,1/10/2023,14
898,127,G Minor,1/1/2023,11
899,116,C# Major,1/6/2023,13
900,114,D Major,1/5/2023,12
901,122,F Major,1/5/2023,15
902,128,F# Minor,1/12/2023,3
903,116,D# Major,1/10/2023,1
904,123,G Major,1/11/2023,5
905,101,F Minor,1/8/2023,11
906,117,C# Major,1/9/2023,11
907,102,D# Minor,1/7/2023,6
908,142,F# Major,1/14/2023,11
909,135,B Minor,1/5/2023,2
910,119,G# Minor,1/4/2023,10
911,115,A Major,1/6/2023,13
912,108,C Minor,1/8/2023,5
913,113,D Minor,1/11/2023,6
914,103,D# Minor,1/1/2023,7
915,142,G Minor,1/8/2023,14
916,131,E Minor,1/12/2023,11
917,100,D# Major,1/12/2023,11
918,134,G Minor,1/5/2023,3
919,156,D Minor,1/9/2023,11
920,105,A Minor,1/9/2023,4
921,92,B Major,1/9/2023,12
922,120,A# Minor,1/6/2023,7
923,122,C Major,1/12/2023,12
924,79,A# Minor,1/5/2023,13
925,100,D Major,1/9/2023,11
926,130,B Minor,1/13/2023,10
927,133,E Major,1/12/2023,11
928,109,D# Minor,1/14/2023,15
929,123,E Major,1/2/2023,4
930,119,F Major,1/11/2023,3
931,97,G# Major,1/3/2023,4
932,114,F Major,1/14/2023,9
933,112,G# Minor,1/4/2023,12
934,138,F Major,1/3/2023,15
935,161,E Major,1/12/2023,1
936,120,E Minor,1/6/2023,1
937,126,D# Minor,1/5/2023,12
938,140,E Minor,1/2/2023,4
939,99,A# Minor,1/4/2023,5
940,110,A Minor,1/4/2023,8
941,145,D# Major,1/1/2023,1
942,104,C Major,1/8/2023,6
943,158,E Minor,1/5/2023,12
944,150,A Major,1/14/2023,11
945,130,E Minor,1/13/2023,4
946,121,A Minor,1/6/2023,5
947,126,A# Major,1/7/2023,5
948,112,D# Major,1/5/2023,1
949,142,G# Minor,1/13/2023,7
950,132,C Minor,1/7/2023,15
951,155,C Major,1/4/2023,5
952,124,G Major,1/10/2023,15
953,126,F Minor,1/1/2023,13
954,150,E Minor,1/1/2023,13
955,163,G# Minor,1/3/2023,13
956,83,E Major,1/1/2023,5
957,170,A# Major,1/1/2023,4
958,129,G Major,1/13/2023,5
959,106,D# Major,1/1/2023,14
960,121,F Major,1/6/2023,13
961,93,C# Major,1/10/2023,6
962,130,B Minor,1/8/2023,7
963,119,G# Major,1/5/2023,11
964,124,E Minor,1/2/2023,1
965,142,A Minor,1/3/2023,15
966,90,G# Minor,1/3/2023,2
967,98,C# Minor,1/2/2023,10
968,114,G# Major,1/7/2023,15
969,112,G# Minor,1/8/2023,12
970,120,A Major,1/8/2023,12
971,147,B Minor,1/12/2023,6
972,100,A# Minor,1/6/2023,13
973,109,A# Major,1/12/2023,11
974,149,B Major,1/6/2023,15
975,99,D# Minor,1/3/2023,11
976,133,A Minor,1/3/2023,9
977,125,G Minor,1/9/2023,1
978,135,G Major,1/8/2023,12
979,93,F Major,1/3/2023,1
980,100,G Major,1/9/2023,3
981,102,F# Major,1/13/2023,5
982,80,G Major,1/3/2023,1
983,133,G Minor,1/1/2023,11
984,160,D Minor,1/9/2023,12
985,91,C# Minor,1/14/2023,2
986,103,E Major,1/3/2023,10
987,95,F# Major,1/3/2023,14
988,104,F Minor,1/13/2023,5
989,114,A# Major,1/7/2023,15
990,115,C Minor,1/14/2023,15
991,123,B Minor,1/4/2023,5
992,116,E Major,1/8/2023,15
993,110,G Minor,1/1/2023,13
994,117,G Major,1/11/2023,11
995,120,G# Minor,1/10/2023,7
996,124,C# Major,1/13/2023,9
997,147,F Major,1/10/2023,11
998,109,A Minor,1/10/2023,15
999,123,A# Major,1/1/2023,3
1000,101,F# Major,1/14/2023,7
